0, 0, 0, 0
0.02, 0, 0, 0
0.3533334, 0, 0, 0
0.3827169, 0, 0, 0
0.3905205, 0, 0, 0
0.3990639, 0, 0, 0
0.4026565, 0, 0, 0
0.4146038, 0, 0, 0
0.4185329, 0, 0, 0
0.4348644, 0, 0, 0
0.4467027, 0, 0, 0
0.4550093, 0, 0, 0
0.4625487, 0, 0, 0
0.470672, 0, 0, 0
0.4787711, 0, 0, 0
0.50269, 0, 0, 0
0.5065327, 0, 0, 0
0.5145107, 0, 0, 0
0.5226015, 0, 0, 0
0.5307565, 0, 0, 0
0.5467089, 0, 0, 0
0.5548978, 0, 0, 0
0.5625357, 0, 0, 0
0.5708199, 0, 0, 0
0.5826308, 0, 0, 0
0.5865484, 0, 0, 0
0.598946, 0, 0, 0
0.6024435, 0, 0, 0
0.6146811, 0, 0, 0
0.6185511, 0, 0, 0
0.6308603, 0, 0, 0
0.654676, 0, 0, 0
0.6586294, 0, 0, 0
0.6664922, 0, 0, 0
0.6705898, 0, 0, 0
0.6786917, 0, 0, 0
0.6867945, 0, 0, 0
0.6989571, 0, 0, 0
0.7024888, 0, 0, 0
0.7147991, 0, 0, 0
0.7185979, 0, 0, 0
0.7307543, 0, 0, 0
0.7345494, 0, 0, 0
0.7465743, 0, 0, 0
0.7505333, 0, 0, 0
0.7626961, 0, 0, 0
0.7664315, 0, 0, 0
0.7785769, 0, 0, 0
0.7871885, 0, 0, 0
0.8026997, 0, 0, 0
0.8065748, 0, 0, 0
0.8106113, 0, 0, 0
0.8188093, 0, 0, 0
0.8224513, 0, 0, 0
0.8307307, 0, 0, 0
0.8346152, 0, 0, 0
0.8465907, 0, 0, 0
0.8507606, 0, 0, 0
0.8544648, 0, 0, 0
0.8627192, 0, 0, 0
0.8666024, 0, 0, 0
0.8748006, 0, 0, 0
0.8784824, 0, 0, 0
0.8866385, 0, 0, 0
0.8987712, 0, 0, 0
0.9025726, 0, 0, 0
0.9146971, 0, 0, 0
0.9186107, 0, 0, 0
0.930715, 0, 0, 0
0.934542, 0, 0, 0
0.946699, 0, 0, 0
0.9707252, 0, 0, 0
0.9745401, 0, 0, 0
0.9829103, 0, 0, 0
0.9865285, 0, 0, 0
0.9986234, 0, 0, 0
1.002419, 0, 0, 0
1.014915, 0, 0, 0
1.018669, 0, 0, 0
1.030747, 0, 0, 0
1.034518, 0, 0, 0
1.046663, 0, 0, 0
1.050498, 0, 0, 0
1.062575, 0, 0, 0
1.071015, 0, 0, 0
1.078531, 0, 0, 0
1.086473, 0, 0, 0
1.098877, 0, 0, 0
1.123088, 0, 0, 0
1.126482, 0, 0, 0
1.134679, 0, 0, 0
1.138655, 0, 0, 0
1.146785, 0, 0, 0
1.150571, 0, 0, 0
1.162554, 0, 0, 0
1.166434, 0, 0, 0
1.178676, 0, 0, 0
1.186908, 0, 0, 0
1.190561, 0, 0, 0
1.198947, 0, 0, 0
1.20245, 0, 0, 0
1.214818, 0, 0, 0
1.218457, 0, 0, 0
1.230845, 0, 0, 0
1.234456, 0, 0, 0
1.246517, 0, 0, 0
1.250633, 0, 0, 0
1.274644, 0, 0, 0
1.278474, 0, 0, 0
1.2865, 0, 0, 0
1.290533, 0, 0, 0
1.298628, 0, 0, 0
1.302427, 0, 0, 0
1.314847, 0, 0, 0
1.318751, 0, 0, 0
1.330776, 0, 0, 0
1.334556, 0, 0, 0
1.346807, 0, 0, 0
1.350482, 0, 0, 0
1.362432, 0, 0, 0
1.366445, 0, 0, 0
1.374607, 0, 0, 0
1.378574, 0, 0, 0
1.382419, 0, 0, 0
1.398981, 0, 0, 0
1.402748, 0, 0, 0
1.427092, 0, 0, 0
1.43048, 0, 0, 0
1.438592, 0, 0, 0
1.442623, 0, 0, 0
1.451135, 0, 0, 0
1.454655, 0, 0, 0
1.462808, 0, 0, 0
1.466533, 0, 0, 0
1.474699, 0, 0, 0
1.478465, 0, 0, 0
1.486845, 0, 0, 0
1.499003, 0, 0, 0
1.50256, 0, 0, 0
1.510922, 0, 0, 0
